tfcwkerMvmnCnterNm,rdnmadr,lnmadr,latitude,longitude,carHoldCo,carHoldKnd,slopeVhcleCo,liftVhcleCo,rceptPhoneNumber,rceptItnadr,appSvcNm,weekdayRceptOpenHhmm,weekdayRceptColseHhmm,wkendRceptOpenHhmm,wkendRceptCloseHhmm,weekdayOperOpenHhmm,weekdayOperColseHhmm,wkendOperOpenHhmm,wkendOperCloseHhmm,beffatResvePd,useLmtt,insideOpratArea,outsideOpratArea,useTrget,useCharge,institutionNm,phoneNumber,referenceDate,insttCode,insttNm
남양주시교통약자이동지원센터,경기도 남양주시 진건읍 진건오남로 50,경기도 남양주시 진건읍 용정리 794-48,37.65539978,127.1792621,60,올뉴카니발(슬로프형),60,0,1666-5525,http://dreamcall.nyj.go.kr/,경기도광역이동지원시스템,08:00,20:00,08:00,20:00,00:00,23:59,00:00,23:59,"병원진료, 등하교, 출퇴근에 한하여 전일 07~22시 접수 후 이용",경기도 특별교통수단 광역이동서비스 표준지침 준수,전역,서울+경기+인천,"1. 보행상의 장애인으로서 장애의 정도가 심한 장애인, 2. 일시적 휠체어 이용자",기본요금 : 1500원/10km(10km 초과 5km마다 100원),경기도 남양주시,031-590-4647,2024-05-24,3990000,경기도 남양주시
보은군장애인생활이동지원센터,충청북도 보은군 보은읍 뱃들로 68-38,충청북도 보은군 보은읍 이평리 105-2,36.4886825,127.7234966,2,스타랙스12인승+레이,0,0,1533-0220,충청북도광역이동지원센터 (essetel.co.kr),충청북도광역이동지원센터,09:00,18:00,00:00,00:00,09:00,18:00,00:00,00:00,3일전,없음,보은군 전지역,청주+대전,등록된 장애인,10km당 1000원,충청북도 (사)충북시각장애인복지연합회보은군지회,043-543-2705,2024-07-01,4420000,충청북도 보은군
홍성군 특별교통수단 및 이동지원센터,충청남도 홍성군 홍성읍 조양로33번길 17,충청남도 홍성군 홍성읍 옥암리 62-8,36.59770889,126.6558164,15,카니발,15,0,1644-5588,해당없음,,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,관내:즉시+관외:7일전,,홍성군전지역,충남+대전+세종,보행상 중증장애인,기본요금 2km 1300원 추가요금 130원/km 최대 2600원,(사)한국지체장애인협회 충남협회 홍성군지회,041-631-8424,2025-06-30,4600000,충청남도 홍성군
고령군교통약자이동지원센터,경상북도 고령군 대가야읍 왕릉로 55,,35.72447198,128.2618577,5,"카니발,스타렉스",5,0,1899-7770,brmcall.co.kr,경북 광역이동지원센터,09:00,18:00,09:00,06:00,09:00,18:00,09:00,06:00,"중증 장애인 30일, 그 외 이용자 7일",특별교통수단 이용 신청서 제출 후 승인 필요,관내 전체,"경북, 대구, 고령 인접 시,군",장애인복지법시행규칙제2조제1항에따른장애의정도가심한장애인으로서버스지하철등의이용이어려운사람+사고질병등으로인한일시적장애로휠체어를이용하는사람으로서버스지하철등의이용이어려운사람+제1호에서제2호까지의규정에해당하는교통약자를동반한가족및보호자+그밖에특별교통수단이용이필요하다고군수가인정하는사람,2km까지1200원+2km부터10km까지1km당300원추가요금+10km초과시1km당100원,경상북도 고령군청,054-950-6597,2025-06-25,5200000,경상북도 고령군
동두천시 교통약자(특별교통수단) 이동지원센터,경기도 동두천시 어등로 45,경기도 동두천시 생연동 70,37.90083896,127.0704968,18,카니발+스타렉스+대형버스,17,1,031-862-1091,해당없음,해당없음,08:30,17:30,08:30,17:30,00:00,23:59,00:00,23:59,1일,,동두천시 전지역,수도권 전지역,「장애인복지법 시행규칙」 제28조제1항에 따른 보행상의 장애인으로서 같은 규칙 별표 1에 따른 장애의 정도가 심한 장애인으로서 버스ㆍ지하철 등의 이용이 어려운 사람+만65세 이상으로 대중교통의 이용이 어려운 자+임산부로서 대중교통의 이용이 어려운 자+일시적으로 휠체어를 이용하는 자로서 대중교통수단의 이용이 어려운 자+제1호부터 제4호까지의 규정에 해당하는 교통약자를 동반하는 가족 및 보호자,관내 (1500원/회)+관외(5km당/100원),경기도 동두천시청 교통행정과,031-860-2884,2025-06-28,3920000,경기도 동두천시
경산시 이동지원센터,경상북도 경산시 화랑로 13,경상북도 경산시 갑제동 686-1,35.81721215,128.7682761,26,스타렉스+카니발,26,0,1899-7770,www.brmcall.co.kr,부름콜 이용자앱,10:00,18:00,10:00,17:00,00:00,23:59,00:00,23:59,2일전,,경산시 관내,경상북도+대구,① 특별교통수단 이용대상자의 범위는 다음의 각 호와 같다.  1. 중증보행장애인으로서 버스ㆍ지하철 등의 이용이 어려운 사람  2. 휠체어를 이용하는 사람으로서 대중교통의 이용이 어려운 사람  3. 제1호 및 제2호에 해당하는 교통약자를 동반하는 가족 및 보호자  4. 그 밖에 버스ㆍ지하철 등의 이용이 어려운 노인 등 특별교통수단이 필요하다고 시장이 인정하는 사람,기본요금 5km까지 1100원+추가요금 1km당 200원+(한도요금 경산에서 대구 2200원),경상북도 경산시청,053-810-5274,2025-07-31,5130000,경상북도 경산시
경남지체장애인협회합천군지회,경상남도 합천군 합천읍 남정길 79,,35.56841416,128.1569121,12,스타렉스,12,0,1566-4488,http://www.kndaf.or.kr,,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,7,,합천군 전지역,경상남도+부산광역시+대구광역시+경상북도 고령군+경상북도 성주군,중증보행장애인+임산부 및 영유아 동반한 사람+일시적으로 휠체어를 이용하는사람+65세이상이면서 1~3등급에 해당하는 사람,관내지역 2000원+관외지역 시외버스요금의 1.5배,경상남도 합천군청,055-930-3372,2025-08-12,5480000,경상남도 합천군
용인시 교통약자 이동지원센터,경기도 용인시 처인구 동백죽전대로 61,경기도 용인시 처인구 삼가동 28-6,37.24963097,127.165158,76,카니발,76,0,1666-0420,https://ggsts.gg.go.kr,경기도 광역이동지원시스템,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,1일,"경기도 특별교통수단 광역이동서비스 표준지침 제17조(이용 제한) ① 이용자가 다음 각호의 어느 하나를 누적 위반 시 광역 및 시군센터 간 협의를 통해 발생일로부터 차량 이용을 제한할 수 있다. 1. 장애인등록증 미소지자나 유효기간 경과자- 11 - 12 가. 장애인등록증 미소지 : 3회 누적 시 7일 이용 제한 나. 유효기간 경과 : 유효기간 갱신 시까지 이용 제한 2. 운전원의 정당한 본인확인 요구를 거부하거나, 신청인 본인이 아닌 다른 사람",용인시 전체,수도권 전역,"경기도 특별교통수단 광역이동서비스 표준지침 제12조(이용대상자) ① 특별교통수단 이용대상자는 다음 각호와 같이 규정한다. 1. 「교통약자의 이동편의 증진법 시행규칙」 제6조제1항에 따른 중증보행 장애인으로 [별표1]에 따른 이용자 2. 대중교통을 이용하기 어려워 휠체어 이용이 필요하다는 내용이 명시된 의학적 진단서(의료법 제3조에 따른 종합병원급 이상에서 발급)를 제 출한 휠체어 이용자 3. 제1호에 따른 중증보행장애인 중 중복장애의 경우 주장애 또는 부장애 - 6 중 어느 하나가 심한 장애이면서 중복 장애 중 보행상 장애가 있는 장애인 4. 제1호~제3호에 해당하는 교통약자를 동반하는 가족 및 보호자 ② 대체수단 중 교통약자전용차량의 이용대상자는 다음 각호와 같이 규정한다. 1. 제1항제1호에서 정하고 있는 사람 중 휠체어를 이용하지 않는 사람 2. 그 외에 시군 조례로 정한 교통약자 3. 제2항 제1호 및 제2호에 해당하는 교통약자를 동반하는 가족 및 보 호자 ③ 제1항 및 제2항에 따른 이용자임에도 불구하고 위급한 상황 발생 시에는 「응급의료에 관한 법률」에서 제시하고 있는 구급차를 이용해야 한다. ④ 제1항에 따른 이용대상자 중 휠체어를 이용하지 않는 사람은 특별교통 수단 및 대체수단을 동시에 접수하여 이용할 수 없다. ⑤ 제1항 및 제2항에 따른 의학적 진단서는 의료법 제3조에 따른 종합병원급 이상에서 발급한 진단서를 말한다. 다만, 광역시행 이전(’23. 10. 4. 이전) 이용자가 수술받은 병원(단, 의료법 제3조에 따른 병원급만 인정)에서 발 급한 진단서의 유효기간이 남은 경우 이를 인정한다. ⑥ 제5항에 따른 진단서에는 대중교통 이용이 어렵고 휠체어 이용이 필요하 다는 내용과 그 기간이 명확한 숫자로 명시되어야 한다. 다만, 기간이 명시되 지 않은 경우 그 효력은 진단서 발급일로부터 6개월로 본다. ⑦ 제1항 및 제2항에 따른 가족 및 보호자 탑승 가능 인원은 차량 내 탑승할 수 있는 좌석 수 범위 내에서 운전원을 제외한 인원으로 한다. ⑧ 제","경기도 특별교통수단 광역이동서비스 표준지침 제15조(이용요금) ① 특별교통수단 및 교통약자전용차량은 네비게이션에서 제공하는 실시간 최적거리(유료도로 포함) 기준으로 운행하며, 이를 적용한 이용요금을 부과한다. 다만, 관내이동의 경우는 현지 상황에 따라 무료도 로의 최적거리로 운행할 수 있다. ② 특별교통수단 및 교통약자전용차량 이용요금의 기본구간은 경기도 시내버스 요금을 적용하고, 10km 초과 시 5km당 100원으로 정한다. ③ 이용요금 외에 발생하는 통행료는 시·군 운영비에서 부담하고, 주차료는 이용자 부담을 원칙으로 한다. ④ 인접지역에서 최종 목적지가 아닌 목적지가 속한 시군 관할 행정관청 또는 인근 지정시설까지 이동 지원하여 시·군별 이동지원센터에서 최종 목 적지까지 관내 특별교통수단 또는 대체수단으로 연계하여 이동 지원(환승) 하는 경우, 시군 여건에 따라 이용자에게 관내 특별교통수단 또는 대체수 단의 이용요금을 면제할 수 있다",용인도시공사,031-339-6599,2025-11-21,4050000,경기도 용인시
금산군 교통약자 이동지원센터,충청남도 금산군 금산읍 사직로 173,,36.11216659,127.4815168,7,카니발,7,0,1644-5588,해당없음,,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,1일전~7일 이내,,금산군 전체지역,대전+충남+옥천+영동+진안+완주+무주,중증장애1~3급하지장애인+만65세이상노약자(진단서첨부)+상해및질병으로인한보행일시장애인+보호자2인,관내지역기본요금 2km 1300원 외 1km당 130원 추가 최대2600원+관외지역 1km당 260원,충청남도 금산군청,041-750-2733,2025-11-19,4550000,충청남도 금산군
장애인생활이동지원센터,"충청남도 금산군 금산읍 약초로 50, 201호",,36.10044872,127.4985088,2,스타렉스,2,0,041-754-0857,해당없음,,09:00,18:00,00:00,00:00,09:00,18:00,00:00,00:00,7일전,,금산군 전체지역,대전+영동(금산 근거리지역),등록장애인+보호자1인,관내지역기본요금 1000원 +관외지역 기본요금 10000원 (금산군경계선으로부터 1km 초과 시 200원 적용),충청남도 금산군청,041-750-4123,2025-11-19,4550000,충청남도 금산군
신안군교통약자이동지원센터,전라남도 목포시 수강로3번길 14,전라남도 목포시 만호동 3-4,34.7844599549,126.3849637814,5,창림저상슬로프장애인차,5,0,1899-1110,www.doumcall.kr,전남광역이동지원센터 앱,10:00,18:00,10:00,18:00,07:00,01:00,07:00,01:00,이용 1일전,관외 이용시 1일전 예약,신안군 관내,전남+광주광역시,장애의 정도가 심한장애인 중 대중교통 이용이 어려운자+65세이상으로 대중교통 이용이 어려운자+일시적 휠체어 이용자+대중교통 이용이 어려운 임산부+이용대상자를 동반하는 보호자,"기본요금 2km 500원, 추가요금 1km당 100원 ※상한액 : (관내) 2000원/(관외) 시외버스 요금",전라남도 신안군,061-240-8858,2025-11-19,5010000,전라남도 신안군
창원시설공단 교통편의팀,경상남도 창원시 성산구 원이대로 450,경상남도 창원시 성산구 중앙동 1,35.234007,128.664735,110,카니발+스타렉스+스타리아,96,14,1566-4488,해당없음,경남특별교통수단,21:00,23:59,21:00,23:59,00:00,23:59,00:00,23:59,없음,당일 즉시 이용자 또는 예약자로서 차량 도착 후 이용 취소한 자+차량 도착 후 30분 이내에 승차하지 않는 경우가 3회 이상인 자+예약시간으로부터 1시간 이내 예약취소가 3회 이상인 자+이용신청 없이 운전원과 직접 연락하여 차량을 이용한 자+무임승차가 2회 이상인 자+교통약자와 동반할 목적이 아닌 일반인의 동승 및 중도 하차 요구자+상담원·운전원에 대한 욕설·폭언·폭행·성적 희롱을 한 경우가 2회 이상인 자+의도적으로 특별교통수단의 운행을 방해,창원시 전지역,경상남도+부산광역시,장애의 정도가 심한 장애인 중 보행상 장애가 있는 사람(등급제 폐지전 1·2급 장애인 모두포함)+국가유공자 상이등급 1·2급+65세 이상·임산부·일시적으로 휠체어를 이용하는 사람으로 대중교통 이용이 어려운 자,관내요금 1700원+관외요금 시외버스요금,경상남도 창원시청,055-225-4315,2025-11-18,5670000,경상남도 창원시
양산시교통약자이동지원센터,경상남도 양산시 양산대로 895,경상남도 양산시 신기동 562-2,35.350512,129.035093,38,카니발+스타렉스,38,0,1566-4488,해당없음,경상남도 특별교통수단,21:00,23:59,21:00,23:59,00:00,23:59,00:00,23:59,전날,,양산시,경남+부산시+울산시,"보행상 중증 장애인+65세 이상으로 대중교통 이용이 어려운 자(장기요양등급 1·2·3등급)+임산부로서 대중교통 이용이 어려운 자+일시적 휠체어 이용자+국가유공자(상이등급1,2등급)+고엽제 후유의 중(고도등급)","관내 2000원(편도)+ 관외(부산,울산) 440m 당 100원 ,107초당 100원 적용(최대10000원)+ 관외(그 외) 시외버스요금의 1.5배 이상",(재)양산시복지재단,055-781-2015,2025-11-17,5380000,경상남도 양산시
사단법인한국시각장애인연합회영월지회,강원특별자치도 영월군 영월읍 단종로 21,강원특별자치도 영월군 영월읍 영흥리 959-27,37.185347,128.467917,7,창림저상슬로프장애인차,7,0,1577-2014,call.gwd.go.kr,강원특별자치도 교통약자 광역이동지원센터,09:00,18:00,00:00,00:00,07:00,22:00,09:00,18:00,일주일~1일전,예약취소 없이 3회 무단 불이용 시 또는 차량 도착 시 요청장소에 3회 무단 부재 시 한달간 이용 정지,영월군 전지역,강원특별자치도+제천+단양,보행상장애 있는 장애정도가 심한 장애인+그 외 이용자(진단서 첨부),4km 기본 1100원 + 이후 1km 당 100원,강원특별자치도 영월군청,033-370-2476,2025-11-14,4271000,강원특별자치도 영월군
나주시교통약자이동지원센터,전라남도 나주시 늦은맛재길 9,,35.0270812827,126.7092614705,17,카니발,17,0,1899-1110,http://www.doumcall.kr,해당없음,10:00,18:00,10:00,18:00,00:00,23:59,00:00,23:59,1일전,,나주시 관내,전라남도 및 광주광역시,장애인복지법 시행규칙 제2조제1항에 따른 장애의 정도가 심한 장애인+65세이상으로 대중교통의 이용이 어렵다는 의료기관의 확인을 받은사람+대중교통 이용이 어려운 임산부+일시적으로 휠체어를 이용하는 사람으로서 대중교통 이용이 어려운사람+교통약자를 동반하는 가족 및 보호자(2명이내),"오전4시부터 자정이전까지의 기본요금(2Km 이내)500원(1Km초과당 100원추가, 상한액 : 출발지부터 목적지까지의 시내(시외)버스 요금)+자정부터 오전 4시까지의 기본요금(2Km 이내)1000원(1Km초과당 200원추가, 상한액 : 출발지부터 목적지까지의 시내(시외)버스 요금의 2배)",전라남도 나주시청,061-339-8837,2025-11-10,4830000,전라남도 나주시
과천시교통약자이동지원센터,경기도 과천시 통영로 5,경기도 과천시 중앙동 6-2,37.42819272,126.9891524,6,카니발,6,0,02-580-8400,https://ggsts.gg.go.kr/front/index.do,경기도광역이동지원서비스,07:00,23:59,07:00,23:59,00:00,23:59,00:00,23:59,1일전,,과천시 전역,수도권,중증보행장애인+휠체어 이용자+대중교통 이용이 어려운 자,경기도 시내버스 요금 1500원/10km 및 추가요금 100원/5km,경기도 과천시청,02-3677-2285,2025-11-12,3970000,경기도 과천시
성남시내버스(주) 택시사업부,"경기도 성남시 수정구 위례광장로 9-9, B111(남위례역 푸르지오 시티)",경기도 성남시 수정구 창곡동 560-1,37.46452055,127.1411357,90,카니발,90,0,1666-0420,https://ggsts.gg.go.kr,경기도 광역이동지원시스템,00:00,00:00,00:00,00:00,00:00,23:59,00:00,23:59,이용 1일 전,유해 물품을 소지한 경우+휠체어 고정 장치의 결속을 거부하는 경우+안전벨트(고정벨트) 착용을 거부하는 경우+법정 전염병 환자 및 중병자가 승차하는 경우+안전사고가 발생할 수 있는 교통약자 승객단독으로 승차하는 경우+금지행위에 대하여 사업자 및 종사원의 제지 또는 안내에 따르지 않는 경우+휴대품의 중량 용적규격을 초과하거나 화물운송을 요구 하는 경우,성남시 전지역,경기도 전역,보행상장애인으로서 장애정도가 심한 장애인+기타 휠체어로 이동하는자(종합병원 진단서),기본요금10km(1500원)+거리요금5km(100원),경기도 성남시 대중교통과,031-729-3723,2025-11-11,3780000,경기도 성남시
영양군 교통약자이동지원센터,경상북도 영양군 영양읍 동서대로 90,경상북도 영양군 영양읍 동부리 174-21,36.66192436,129.1186857,6,스타렉스+카니발,6,0,1899-7770,http://brmcall.co.kr/,경북 광역이동지원센터,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,해당없음,비거주자 및 비자격자,영양 관내,시외버스 운행지역,장애인+고령자+임산부+영유아,관내 1300원+관외 시외버스 요금,경상북도 영양군청,054-680-6742,2025-11-10,5170000,경상북도 영양군
(사)강원특별자치도지체장애인협회 평창군지회,강원특별자치도 평창군 진부면 진벌1길 144-19,강원특별자치도 평창군 진부면 상진부리 245-23,37.65292724,128.5711924,6,그랜드카니발+4세대카니발,6,0,1577-2014,http://call.gwd.go.kr,강원특별자치도교통약자광역이동지원센터,09:00,18:00,09:00,18:00,07:00,22:00,09:00,18:00,7일,"1. 다음의 경우 해당 배차일로부터 10일간 이용제한    1) 운전원은 이용자가 지정한 출발지에 도착한 후, 3번 이상의 전화로 확인을        할 수 있으며 이후 승차하지 않을 경우(3회 이상)    2) 이용시 사전 연락 없이 목적지 변경 또는 이용신청을 취소한 경우(3회 이상)    3) 지정된 목적지외 다른 장소를 경유하는 경우    4) 신청 등록시 대상자와 승차인원이 다르거나, 증빙서류의 누락 또는 사실과      다른 경우(2",평창군 전역,강원특별자치도 전역,"중증장애인+보행상 이동이 불편한 자+65세 이상의 사람으로서 대중교통의 이용이 어려운 사람+임산부+강원특별자치도 교통약자 광역이동지원센터(이하 광역센터)에 임시등록이 된 사람(타지 이용객)+제1호부터 제3호까지에 해당하는 이용대상자를 동반하는 보호자 1인(가족, 요양보호사, 활동보조인, 복지시설직원 등)+일시적으로 휠체어를 이용하는 사람+국가유공자",관내(4km까지 1100원+추가 1km당 100원)+관외(4km까지 1100원+추가 1km당 100원)+대기료(1시간무료+30분당 2000원+수급자 톨게이트비 면제),강원특별자치도 평창군청,033-330-2356,2023-07-31,4281000,강원특별자치도 평창군
고창군교통약자이동지원센터,전라북도 고창군 고창읍 월곡14길 19,전라북도 고창군 고창읍 월곡리 620,35.43762073,126.7129638,6,카니발+스타렉스,5,1,063-561-2338,0632270002.com,전라북도 광역이동지원센터,00:00,23:59,00:00,23:59,06:00,22:00,08:00,18:00,1일전,,전지역,전라북도,장애의정도가 심한 장애인 중 대중교통 이용이 어려운 자(보행상 장애인),일반택시요금의 50프로할인,전라북도 고창군,063-560-2573,2023-07-20,4781000,전북특별자치도 고창군
순창군 교통약자이동지원센터,전라북도 순창군 순창읍 장류로 407-11,,35.37765073,127.1468543,4,카니발,4,0,063-227-0002,www.0632270002.com,전라북도 광역이동지원센터 승객용앱,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,7일,"이용신청 없이 운전원과 직접 연락하여 차량을 이용한 경우+무임승차를 한 경우+상담원, 운전원에 대하여 욕설·폭언·폭행·성적 희롱을 한 경우+방뇨, 오물투기 등 의도적으로 차량의 운행을 방해하는 경우+광역이동지원센터에 방문하여 무단으로 소란을 일으키거나 업무를 방해하는 경우+이용객과 동반할 목적이 아닌 비장애인을 동승시키는 경우+이용객과 동반할 목적이 아닌 비장애인을 동승시키는 경우(기간에 관계없이 2회 적발시)",순창군 전지역,권역(순창+남원+임실) 및 전국,장애의 정도가 “심한 장애인” 중 대중교통 이용이 어려운자(보행상 장애인)+65세 이상으로 대중교통 이용이 어려운 자+대중교통 이용이 어려운 임산부+일시적 휠체어 이용자,(권역내요금) 기본요금 2km 700원 주행요금 km당 100원+(권역외요금) 기본요금 2km 700원 주행요금 700m당 100원+ 통행료 및 주차료 등 : 이용자 부담+ 대기료 : 권역외 30분당 2500원(1시간 무료) 전라북도 외 30분당 2500원(2시간 무료),전라북도 순창군청,063-650-1338,2022-06-15,4771000,전북특별자치도 순창군
울릉택시협동조합,경상북도 울릉군 울릉읍 봉래길 250,,37.49693638,130.8971107,1,소렌토,1,0,054-791-2315,-,-,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,1일~7일전,주말사전예약필수,-,-,"장애인복지법 시행규칙 제2조제1항에 따른 장애인 1급 또는 2급 장애인으로서 대중교통의 이용이 어려운 사람, 일시적으로 휠체어를 이용하는 사람으로서 대중교통의 이용이 어려운 사람, 65세 이상으로 대중교통의 이용이 어려운 t람, 임산부로서 대중교통의 이용이 어려운 사람, 해당하는 교통약자를 동반하는 가족 및 보호자, 그 밖에 특별교통수단이 필요하다고 군수가 인정하는 사람",200,울릉군,054-790-6254,2020-12-31,5260000,경상북도 울릉군
이지콜센터,전북특별자치도 전주시 덕진구 기린대로 1055 서문 2층,전북특별자치도 전주시 덕진구 장동 531-8 서문 2층,35.8678205,127.0636208,68,카니발,64,4,063-227-0002,http://www.0632270002.com,즉시콜/예약콜,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,7일전,"이용신청 없이 운전원과 직접 연락하여 차량을 이용한 경우,이용객과 동반할 목적이 아닌 비장애인을 동승시키는 경우 1주일,  이용객과 동반할 목적이 아닌 비장애인을 동승시키는 경우 (기간에 관계없이 2회 적발시) 1년",전주시내,전북특별자치도내 및 전국,장애의 정도가 심한 장애인 중 대중교통 이용이 어려운자(보행상 장애인)+65세 이상으로 대중교통 이용이 어려운 자(요양등급1~3등급)+일시적사용자(진단서제출)+임산부(진단서제출)+타지역 거주자(심한장애인) 또는 일시적 방문자(사전신청접수시)+교통약자동반가족 및 보호자,"기본 2㎞ 700원 1㎞당100원+전국 2㎞ 700원(전주시내) 700m당100원(대기료, 통행료, 주차료 등 본인부담)",전북특별자치도 전주시 대중교통과,063-281-2175,2026-02-10,4641000,전북특별자치도 전주시
남원시 교통약자이동지원센터,전북특별자치도 남원시 검멀길 13,전북특별자치도 남원시 금동 153,35.40341851,127.377408,19,카니발,19,0,063-227-0002,www.0632270002.com,전북특별자치도 광역이동지원센터 승객용앱,08:00,23:59,08:00,23:59,08:00,23:59,08:00,23:59,7일,,,,장애의 정도가 “심한 장애인” 중 대중교통 이용이 어려운자(보행상 장애인)+65세 이상으로 대중교통 이용이 어려운 자+대중교통 이용이 어려운 임산부+일시적 휠체어 이용자+이용대상자를 동반하는 가족 및 보호자,권역내요금 : 기본요금 2km 700원+주행요금 km당 100원+권역외요금 : 기본요금 2km 700원+주행요금 700m당 100원+통행료 및 주차료 등 : 이용자 부담+대기료 : 권역외 30분당 2500원(1시간 무료)+전북특별자치도 외 30분당 2500원(2시간 무료),전북특별자치도 남원시청,063-620-6562,2026-01-28,4701000,전북특별자치도 남원시
무주군교통약자이동지원센터,전북특별자치도 무주군 무주읍 주계로 116,전북특별자치도 무주군 무주읍 읍내리 210-2,36.00671051,127.662714,4,창림스타렉스슬로프장애인차,4,0,063-227-0002,해당없음,,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,7일~3일전,,무주군 전지역,대한민국,보행이불편한자로서 이용등록된 자,기본요금 700원(2km)+거리요금 100원/1km,무주군 교통약자이동지원센터,063-322-9414,2026-01-14,4741000,전북특별자치도 무주군
교통약자이동지원센터,전북특별자치도 부안군 부안읍 오리정로 89,전북특별자치도 부안군 부안읍 서외리 536-15,35.7233599,126.7317745,12,카니발,12,0,063-583-1010,없음,없음,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,하루전까지,,관내(부안군+김제시),전국,1급 또는 2급+65세이상+국가유공상이자+일시적휠체어,관내 : 기본요금2km(700원)+주행요금 1km당(100원) 2천원이상시 2천원관외 : 기본요금 2km당 700원 주행요금 700m당 100원,전북특별자치도 부안군,063-580-4536,2026-01-21,4791000,전북특별자치도 부안군
광양시 교통약자이동지원센터,전라남도 광양시 광양읍 남등1길 72-4,전라남도 광양시 광양읍 칠성리 927-2,34.9754338,127.5782601,14,"카니발, 스타리아",14,0,1899-1110,해당없음,즉시콜+예약콜,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,1일,,광양시 관내 전체,전라남도 전지역+광주광역시+경상남도 하동,장애의 정도가 심한 보행상의 장애인+노약자+임산부 등,기본 500원(2km)+거리요금100원(1km)* 상한액: 시내·시외버스 요금,전라남도 광양시청,061-797-3368,2026-03-18,4840000,전라남도 광양시
함안군교통약자이동지원센터,"경상남도 함안군 가야읍 중앙남길 70, 함안군장애인복지회관 2층",경상남도 함안군 가야읍 말산리 185-1,35.27505859,128.4105797,14,그랜드스타렉스+카니발,12,2,1566-4488,http://www.15664488.co.kr,,09:00,23:59,09:00,23:59,09:00,23:59,09:00,17:00,없음,,경상남도,경상남도,심한장애인 중 보행상장애인+일시적으로 대중교통 이용 어려운 사람,관내는 2200원+관외는 시외버스요금의 1.5배,경상남도 함안군청,055-580-2644,2024-10-24,5400000,경상남도 함안군
대전교통약자이동지원센터,대전광역시 중구 대종로373,대전광역시 중구 부사동 209-1,36.3173370007,127.4280138234,86,특장차(특별교통수단),81,5,042-612-1010,www.djcall.or.kr,대전교통약자이동지원센터,06:00,11:00,07:00,21:30,06:00,23:00,07:00,22:00,바로콜방식(야간차량만 당일에 예약),"1개월의 범위 내에서 이용 제한+차량 도착 후 이용을 취소한 경우가 월 3회 이상인 경우+차량 배차 후 취소한 경우가 월 6회 이상인 경우+상담원, 운전원에게 폭행, 폭언, 성추행, 성희롱 등의 행위를 한 경우+운전에 방해를 준 적이 있는 이용대상자로서 상담원 또는 운전원이 보호자의 동승이 필요하다고 요구 했음에도 동승하지 않은 경우+중도에 보호자만 개별적으로 탑승하거나 하차하는 경우+콜센터에 이용신청 없이 운전원에게 직접 연락하여 차량을 이용",대전 전지역,공주+논산+계룡+청주+금산+옥천+세종,보행상장애인으로서 장애의 정도가 심한 사람+휠체어를 이용하는 65세 이상 노약자+대전광역시에 주민등록을 둔 임산부(임신 중이거나 출산 후 6개월 미만)+일시적 휠체어 이용자,"요금산정방식: 시간거리요금 병산제 / 기본요금 3km 1,000원 / 440m당 100원, 107초당 100원",대전복지재단,042-331-8905,2021-10-26,6300000,대전광역시
고흥군교통약자이동지원센터,전라남도 고흥군 고흥읍 신계학림길 39,전라남도 고흥군 고흥읍 남계리 400,34.6137935690,127.2879524306,5,"리프트1,슬로프4",4,1,1899-1110,http://doumcall.kr,전남광역콜,08:00,19:00,08:00,12:00,08:00,20:00,08:00,13:00,1일전 18:00까지,,고흥군,광주광역시 및 전라남도,"장애정도가 심한 장애인, 65세이상 대중교통이용이 어려운자, 임산부",기본요금 : 500원(2km까지) 이후 km당 100원,고흥군청,061-830-5390,2021-09-24,4880000,전라남도 고흥군
